id,y
1,103.20946
2,113.2241
3,97.48661
4,77.478325
5,111.50928
8,92.6194
10,110.92313
11,92.98477
12,116.82877
14,93.16181
15,116.01323
16,103.8469
17,97.18442
19,94.05929
20,104.54743
21,105.97833
22,116.31347
23,97.18442
26,95.24375
28,93.4253
29,97.18442
33,97.18442
35,94.31214
41,97.01304
42,95.73551
43,117.0105
45,102.53742
46,103.43182
51,94.572525
53,85.263916
55,113.46288
56,94.44538
57,107.17005
58,94.93522
59,102.886055
63,112.8221
64,94.46668
65,104.54743
69,95.37162
71,99.5226
72,103.50132
73,93.66759
76,104.43352
77,104.31439
78,114.607735
82,94.797455
83,104.54743
84,93.73876
85,105.231346
87,112.88436
88,97.01304
89,114.01326
91,93.9351
93,95.071
94,105.29793
95,95.05212
96,111.57114
97,93.950005
98,112.824615
99,94.1212
101,104.71816
103,114.01326
104,93.50933
105,111.900246
110,95.25039
111,112.40766
113,113.66979
114,94.54016
115,111.12042
117,114.01326
120,94.04103
121,113.31312
122,94.271
123,113.90926
126,113.66483
132,112.248505
135,104.55834
137,104.200836
138,94.58612
140,94.458115
142,112.78809
144,113.10835
148,93.50251
149,113.06594
155,94.61772
156,113.0881
157,93.950005
162,114.62978
163,95.32245
167,94.77461
172,117.0105
179,113.72204
180,94.92254
181,112.64885
182,95.45757
183,114.01326
185,114.01326
187,112.78859
188,94.797455
189,94.67579
191,93.37788
192,112.44014
193,95.012146
194,112.64885
195,93.49188
196,113.466194
198,95.34639
199,113.07735
201,104.31545
204,93.79881
205,104.72954
206,94.3123
210,93.90755
211,104.71816
216,113.26776
219,116.82877
220,93.1592
221,112.08857
226,112.64885
227,93.17722
228,112.99276
230,112.892975
231,93.950005
235,116.31347
236,93.34928
238,113.03586
242,103.920975
243,93.9351
244,78.43596
245,111.401474
247,113.11593
248,93.606735
249,95.10424
250,112.74702
251,93.34928
253,116.31347
254,94.66662
256,94.92588
257,93.23503
258,114.08167
259,94.12547
262,79.28238
266,93.12452
267,112.694244
272,103.45948
273,114.01326
275,94.77237
276,113.84653
279,94.47591
280,104.54743
283,93.603134
285,112.675575
288,114.01326
289,93.22173
290,104.63264
291,94.15234
292,112.217
293,111.367935
296,93.14968
297,113.40683
298,114.607735
299,94.797455
304,93.141426
305,77.458405
306,93.612206
307,112.64885
311,109.00046
313,112.64885
314,93.26265
316,93.61984
324,93.29315
327,92.9913
329,93.66098
330,112.64885
337,106.46137
338,94.40131
339,103.52381
340,94.46668
343,93.714584
345,116.01323
346,94.83389
347,112.694244
349,112.8237
350,92.80098
352,113.571754
353,92.38757
354,78.3747
357,94.34477
358,113.15387
362,112.424774
364,116.11125
365,103.66357
366,93.49144
367,113.61719
368,94.95291
370,78.326035
373,95.234024
377,93.19049
378,111.56239
382,104.43352
384,112.99276
390,95.79587
392,114.029564
393,111.87736
395,94.35782
396,104.43706
399,79.50145
406,112.64885
408,112.64885
409,94.740814
410,77.846306
412,114.02752
413,92.59186
419,94.83516
420,111.90683
421,93.50251
430,102.79768
434,94.41749
436,93.701035
437,94.37899
438,93.22302
439,113.03586
440,94.164986
443,113.24061
446,93.79881
448,94.53424
452,93.965485
453,104.335464
457,103.55028
458,94.49231
459,112.649796
460,103.15428
462,103.89951
464,103.815544
465,116.82877
467,117.840935
471,113.37334
472,77.665344
473,94.01658
475,93.841034
480,94.97855
488,111.27386
490,112.64885
491,104.07568
492,78.22893
493,94.93248
497,93.947685
498,113.12188
499,94.43925
500,103.07956
501,94.49231
502,115.09788
506,84.60741
510,111.11536
511,93.243256
512,93.66098
516,93.67116
518,93.551155
519,112.80984
521,92.508675
522,112.36049
526,112.799194
529,93.90066
532,112.73281
533,94.66196
536,113.410355
537,103.5509
539,94.8369
540,104.40098
541,94.42102
543,94.67579
546,113.01599
547,93.123764
548,78.57568
551,93.62303
552,104.288506
556,102.23046
557,95.88934
558,113.61719
559,94.47892
560,104.211815
562,104.72954
566,94.71377
570,113.12188
571,94.37899
572,104.54743
573,94.797455
575,116.82877
576,112.12174
577,93.847855
579,93.62033
580,112.33856
581,112.248505
589,112.64885
591,102.88009
593,94.00123
594,104.127106
595,94.54993
598,93.30585
602,110.814064
