id,y
1,78.157
2,97.56546
3,78.02606
4,77.21763
5,110.14265
8,91.99568
10,110.242096
11,93.311806
12,115.68337
14,93.84638
15,115.54499
16,105.894005
17,96.68083
19,93.83897
20,104.0569
21,100.74572
22,115.526
23,96.68083
26,93.87366
28,92.982254
29,96.68083
33,96.68083
35,93.699394
41,96.68083
42,94.07975
43,115.50534
45,101.98311
46,102.619385
51,93.4444
53,80.292694
55,112.02884
56,93.19035
57,102.95087
58,94.26197
59,102.630356
63,111.06196
64,93.897125
65,104.19101
69,93.59958
71,96.0749
72,103.31443
73,93.81007
76,102.85834
77,104.45036
78,114.99456
82,93.73587
83,104.19101
84,92.729904
85,102.26715
87,111.90722
88,96.68083
89,112.56672
91,92.89978
93,93.756714
94,102.77114
95,94.22693
96,111.93073
97,94.18511
98,111.559906
99,93.192604
101,103.645386
103,112.56672
104,92.90522
105,110.45633
110,94.3371
111,113.30463
113,112.26603
114,92.8935
115,113.804695
117,112.56672
120,93.15531
121,111.79389
122,95.945206
123,112.45786
126,112.8178
132,111.73675
135,103.39541
137,103.27919
138,93.86428
140,93.170715
142,112.01912
144,112.452225
148,92.35585
149,112.04
155,93.57175
156,112.06641
157,94.18511
162,112.07207
163,93.716286
167,93.554955
172,115.50534
179,113.46915
180,95.959465
181,110.57897
182,96.53487
183,112.56672
185,112.56672
187,111.28581
188,93.73587
189,93.521
191,93.07632
192,111.84512
193,93.96517
194,111.29859
195,93.253075
196,112.25777
198,93.91901
199,112.433075
201,103.7845
204,93.62403
205,105.86087
206,93.16932
210,93.13969
211,103.645386
216,112.566345
219,115.68337
220,93.39854
221,110.772606
226,110.57897
227,93.325195
228,112.28516
230,112.06048
231,94.18511
235,115.526
236,93.042076
238,111.68847
242,103.52408
243,92.81755
244,77.9185
245,110.035805
247,113.12152
248,95.39233
249,93.65206
250,111.74162
251,93.042076
253,115.526
254,93.06264
256,93.67788
257,92.35585
258,111.514496
259,93.29447
262,78.29495
266,92.58793
267,111.87579
272,101.87245
273,112.56672
275,94.30691
276,111.668785
279,94.16964
280,104.19101
283,92.961914
285,111.644424
288,112.56672
289,93.5629
290,103.86441
291,93.69358
292,111.03969
293,111.121826
296,93.332985
297,111.3342
298,114.99456
299,93.73587
304,92.99226
305,77.62957
306,93.421005
307,110.57897
311,105.00221
313,110.57897
314,92.961754
316,93.470375
324,92.91073
327,94.27336
329,93.232506
330,111.29859
337,104.781815
338,93.75643
339,103.2462
340,93.97132
343,93.00356
345,115.54499
346,93.98343
347,111.87579
349,111.80484
350,93.08397
352,112.2744
353,92.48499
354,78.120155
357,93.32575
358,112.06498
362,111.183334
364,118.11721
365,103.33427
366,92.56976
367,112.29623
368,93.49337
370,77.96556
373,94.06548
377,92.986145
378,110.60532
382,102.85834
384,112.28516
390,93.77124
392,111.348015
393,111.30201
395,95.19629
396,104.28023
399,77.9471
406,110.57897
408,110.57897
409,93.089066
410,77.57072
412,112.19212
413,92.35585
419,93.78118
420,111.74141
421,92.35585
430,101.42774
434,93.4444
436,93.830154
437,93.27258
438,93.201096
439,111.9705
440,93.1084
443,112.39246
446,93.62403
448,93.03669
452,93.43764
453,103.52834
457,103.453156
458,93.42862
459,112.0528
460,102.679756
462,104.36092
464,102.40384
465,115.68337
467,116.483864
471,112.64063
472,76.92866
473,92.875374
475,93.612564
480,93.78279
488,111.21442
490,110.57897
491,103.41589
492,78.02606
493,93.42862
497,93.03944
498,111.02732
499,93.59713
500,102.36499
501,93.42862
502,111.65261
506,80.431694
510,110.837166
511,92.722626
512,93.42073
516,93.84831
518,92.49002
519,111.60155
521,92.659966
522,113.02738
526,112.04539
529,93.65371
532,111.741684
533,93.61913
536,112.065994
537,103.86057
539,93.99829
540,103.41589
541,93.90811
543,93.521
546,111.6492
547,92.76957
548,78.68447
551,93.17171
552,102.841225
556,104.21939
557,94.80629
558,112.29623
559,93.86428
560,105.53484
562,105.86087
566,93.46739
570,111.02732
571,93.27258
572,104.19101
573,93.73587
575,115.68337
576,112.52791
577,93.05682
579,91.94472
580,111.58487
581,111.73675
589,110.57897
591,102.23626
593,93.7299
594,105.31421
595,93.708206
598,93.15107
602,111.33164
604,112.01332
606,112.11111
608,92.56976
609,103.645386
610,93.20415
616,111.05052
617,94.27683
618,102.10154
620,103.80307
622,111.57468
623,92.29523
624,138.99742
626,111.66496
628,111.87579
629,94.09718
630,112.06048
637,93.59623
638,103.915115
643,94.4528
645,93.78279
646,114.73866
648,95.59805
652,93.46739
653,93.27258
654,111.02732
656,111.31489
657,94.12772
659,93.87482
660,103.534775
663,92.53606
664,112.54148
666,102.97551
668,111.17311
669,93.4511
671,94.41227
675,93.60807
677,92.96911
678,110.20937
679,103.17443
682,94.108444
685,103.30156
687,94.12165
688,91.92116
693,110.92665
696,93.63826
698,93.26447
701,94.48754
704,103.08914
705,115.83663
709,112.36302
710,92.85778
711,102.68718
712,93.78279
714,110.98481
715,92.45469
716,110.57897
717,93.34213
720,115.54499
721,93.07632
724,102.1862
725,93.62403
726,110.530304
728,111.236374
731,92.95479
734,104.09717
738,93.05699
745,110.853905
746,92.99226
751,77.873924
754,93.272026
756,92.08701
758,93.16513
759,112.22883
761,114.79085
766,93.53622
767,111.81719
768,92.29523
769,112.29594
770,93.7525
771,78.02606
772,104.18059
773,93.25394
774,111.02732
776,112.28516
777,93.22186
780,115.50534
782,103.41589
787,102.4127
788,93.99829
792,92.19336
793,112.55389
798,93.72325
800,93.57261
806,110.57897
809,112.588776
811,113.13263
812,92.38226
814,115.68337
816,102.65352
817,93.86428
818,106.91713
820,110.89319
823,93.42862
829,91.94472
830,112.02568
831,91.58588
834,111.22752
839,93.59565
841,78.10191
844,103.645386
845,93.63262
848,92.99226
850,96.58114
851,102.81813
852,92.742676
854,92.76496
855,94.145966
856,101.8282
859,101.987854
861,111.02732
864,93.069664
865,111.02732
866,92.88612
867,92.608734
869,93.88466
871,92.85651
872,110.57897
882,102.10908
883,93.4444
885,93.53699
888,94.27336
893,110.57897
901,110.20937
903,103.41589
904,93.79466
905,103.11143
910,93.88466
911,110.69973
914,111.92762
918,111.82964
921,92.25398
928,93.423
929,103.34933
932,92.67876
933,104.666
934,93.88466
935,111.89494
937,78.05328
939,93.73587
940,102.55601
941,93.42862
942,103.228065
943,93.65702
944,102.42343
947,110.57897
949,111.6668
951,110.25656
952,94.02961
953,103.41589
954,77.24366
957,112.28516
959,92.12569
960,114.877106
963,115.68337
965,110.57897
967,102.96353
971,93.59565
972,77.64757
973,93.46182
974,112.28516
975,93.66583
978,113.766914
980,113.90459
981,93.79466
984,111.42526
986,93.88466
988,92.29523
989,111.036385
990,105.30664
992,110.20937
996,93.170715
999,112.30869
1000,94.12683
1001,111.02732
1002,92.29523
1003,112.28516
1004,92.43287
1008,111.23568
1009,92.80876
1010,104.47766
1012,115.35136
1013,93.8068
1014,114.03518
1015,92.55919
1016,115.68337
1019,92.46299
1020,112.41677
1021,93.88466
1022,103.02979
1024,93.88466
1025,78.31753
1027,93.466034
1028,104.31471
1029,93.83041
1030,93.310165
1033,111.963776
1036,92.61753
1037,110.362465
1038,92.65324
1042,93.73587
1043,103.04701
1044,93.20448
1045,111.365906
1047,113.11315
1050,93.70923
1051,110.57897
1054,93.42862
1056,93.79466
1057,93.63262
1059,93.81517
1062,101.18595
1063,103.20497
1064,93.79466
1066,93.013695
1070,104.40532
1076,111.653275
1077,106.04835
1078,111.53475
1080,111.19301
1082,111.60228
1083,94.27336
1089,111.88547
1091,94.24103
1093,95.01634
1097,94.66957
1099,93.589485
1101,93.88466
1103,93.865105
1104,111.11236
1106,111.04694
1109,92.835236
1110,111.29859
1111,93.93806
1112,111.66564
1114,93.41206
1116,93.058556
1117,111.67827
1120,93.03058
1124,111.31335
1125,94.07951
1126,111.79699
1134,111.6033
1137,93.65078
1138,111.67286
1144,110.57897
1145,94.39347
1146,92.9704
1148,93.865105
1150,92.92871
1152,103.645386
1153,94.9293
1154,102.70574
1155,93.76899
1157,93.37388
1162,94.88793
1165,112.433075
1166,94.70187
1167,103.02979
1168,93.85858
1169,101.987854
1171,115.526
1172,94.56605
1173,101.987854
1174,93.42076
1176,94.61004
1177,102.73349
1178,93.284775
1182,112.28516
1186,93.78279
1187,113.162224
1188,93.65206
1189,115.50534
1191,104.31225
1192,94.88793
1197,110.539085
1198,93.932144
1200,78.30188
1201,93.437256
1203,94.80629
1209,115.68337
1214,103.21095
1218,110.56015
1222,93.7448
1226,94.17649
1228,94.62533
1230,94.15778
1232,78.07389
1233,93.54311
1236,112.93357
1238,92.967606
1241,110.57897
1244,103.54455
1246,93.98505
1247,112.38015
1250,111.77697
1251,94.72218
1254,112.207855
1255,93.65987
1256,110.11126
1257,92.95279
1258,92.95068
1259,110.57897
1260,93.47939
1263,110.57897
1267,77.78703
1268,111.317085
1271,94.88793
1272,110.57897
1274,103.94445
1275,94.88793
1276,110.57897
1277,92.59564
1279,92.9704
1281,93.519714
1282,93.65206
1283,111.85943
1285,112.04168
1286,93.65078
1289,111.73742
1296,112.751686
1299,92.95479
1301,94.9994
1306,92.93363
1307,93.284775
1308,93.08496
1313,110.57897
1314,94.24468
1315,111.29859
1316,92.56082
1317,110.57897
1319,92.93466
1323,93.78279
1324,103.140076
1325,93.67002
1328,103.0348
1329,93.77118
1330,111.02732
1331,93.63213
1332,102.63213
1337,94.814735
1338,110.613014
1339,93.77105
1340,112.24288
1343,112.32947
1347,103.76862
1348,93.37153
1349,104.90201
1352,93.00562
1354,94.4222
1359,112.74493
1360,93.5227
1363,111.560135
1364,93.80396
1365,103.65275
1366,93.281586
1372,93.98571
1375,103.768585
1376,93.77245
1378,92.9532
1379,115.52142
1380,93.5227
1381,102.48136
1384,112.67398
1387,93.150955
1388,111.58978
1392,78.51967
1394,104.23566
1395,93.56898
1396,111.560135
1398,93.876114
1399,111.560135
1400,93.95156
1401,93.86925
1403,93.94936
1404,110.24824
1406,111.560135
1407,93.32758
1408,111.560135
1410,78.90472
1412,111.560135
1413,93.95733
1415,94.417816
1420,111.560135
1422,111.03451
1423,108.53758
1424,111.560135
1425,94.092575
1426,78.90472
1427,94.778534
1429,92.81396
1430,110.91544
1431,93.93465
1432,102.53869
1434,113.07459
1437,93.971504
1438,104.64732
1440,111.49756
1441,112.430176
1442,93.08671
1444,111.32044
1445,94.22959
1446,103.73044
1448,93.09002
1453,96.062515
1454,111.560135
1455,93.462616
1456,110.68419
1458,111.560135
1459,93.49614
1461,93.00855
1465,93.150955
1466,111.3141
1469,93.42083
1472,96.062515
1474,93.56068
1477,112.69587
1479,112.06828
1482,92.74799
1483,78.39775
1487,93.49662
1488,110.92058
1490,112.13697
1492,111.093666
1494,116.55899
1496,102.748505
1497,94.10292
1499,94.70653
1502,93.51934
1507,111.35586
1508,93.00562
1509,110.7019
1511,94.85896
1512,110.54651
1513,115.378944
1514,102.87382
1518,111.50577
1519,93.14861
1522,111.40039
1524,78.50978
1527,93.08671
1529,93.17908
1532,103.600395
1536,112.48876
1537,115.94729
1539,104.894714
1542,112.19452
1543,93.77245
1544,103.62768
1545,77.718834
1550,93.58423
1551,112.056625
1554,106.6155
1556,103.73044
1559,94.5394
1560,78.82538
1562,93.69618
1566,93.14861
1567,112.06505
1569,103.21622
1570,111.255875
1571,111.700134
1574,93.00562
1578,103.500946
1580,93.11135
1583,112.090416
1584,93.00562
1585,111.26017
1586,93.67206
1587,112.28973
1588,93.14861
1590,114.50697
1592,102.99557
1596,110.32325
1598,111.2759
1599,93.51581
1604,113.23605
1606,102.55711
1607,93.95733
1608,102.712906
1609,116.31573
1611,93.90977
1613,93.91082
1616,94.36299
1619,111.24479
1620,95.46454
1621,111.69303
1622,93.74214
1625,110.04247
1627,116.31573
1629,113.724556
1634,93.66542
1636,93.01163
1638,103.24172
1639,93.45125
1641,94.778534
1643,93.56898
1644,104.90197
1645,116.55899
1646,93.05253
1647,106.88246
1648,93.73834
1652,93.11135
1653,112.113205
1656,98.321495
1658,93.51581
1659,111.50131
1661,93.092705
1663,93.95733
1664,113.13837
1665,93.462616
1666,103.73044
1667,102.32991
1668,78.6143
1669,102.761566
1670,93.73545
1672,112.437645
1674,113.99522
1677,110.92058
1678,93.92919
1679,111.898575
1680,93.6725
1683,103.7481
1686,102.73785
1687,111.22273
1689,112.87708
1690,93.74513
1691,115.94729
1692,112.40406
1693,93.00562
1695,93.58872
1696,96.062515
1697,111.50131
1700,103.73044
1701,93.34154
1702,112.15561
1703,93.22563
1704,112.19034
1706,94.5259
1707,112.840836
1708,93.73834
1710,93.787056
1711,103.4548
1713,104.80018
1717,103.59966
1719,103.500946
1720,93.25339
1722,93.13575
1725,103.34805
1726,94.1402
1727,103.485504
1729,111.60883
1730,93.08527
1731,111.396576
1733,103.73044
1734,93.59955
1735,111.03451
1738,93.91082
1742,92.91367
1745,113.99522
1747,93.34154
1749,93.733315
1751,93.55885
1752,79.61533
1753,103.82163
1754,94.05212
1755,94.380135
1756,104.11118
1758,113.10339
1759,93.46061
1760,104.69963
1761,114.077385
1762,93.99052
1763,110.61468
1764,89.51659
1766,93.55062
1768,93.69298
1769,80.50887
1771,110.87949
1772,93.648834
1773,104.39745
1774,94.44094
1775,113.82604
1777,112.92958
1779,93.46061
1780,108.42994
1787,93.2113
1788,92.62339
1790,93.55885
1796,112.9297
1801,92.70078
1803,93.62215
1807,112.88655
1809,115.102356
1812,93.39849
1813,113.06673
1814,95.11096
1815,111.12588
1816,96.76324
1818,94.05045
1820,93.609344
1821,112.322845
1822,94.37296
1825,93.22002
1826,103.62436
1828,93.55885
1831,103.7776
1836,111.67042
1837,93.11011
1841,93.55867
1844,102.79972
1848,93.50577
1851,105.06427
1852,94.48691
1853,93.164825
1854,111.28006
1856,93.48988
1859,115.102356
1860,93.724014
1861,80.29142
1863,105.58283
1865,93.1843
1866,105.21753
1867,93.831505
1868,93.109436
1872,93.43356
1879,92.966
1880,103.548706
1882,93.54486
1885,103.72227
1887,105.24257
1888,94.09841
1890,111.64945
1894,94.60093
1895,102.93325
1896,99.141655
1897,112.87544
1900,112.09421
1901,94.53739
1902,112.435745
1905,94.53278
1906,110.91222
1912,103.6705
1915,94.12587
1916,104.753784
1917,93.45835
1918,104.13679
1920,79.027336
1923,93.959435
1924,103.57505
1925,93.96071
1930,116.15367
1932,112.42479
1933,92.72429
1934,112.06703
1935,94.435524
1940,80.06259
1941,93.2024
1942,112.453804
1943,96.55794
1944,93.10763
1945,110.6436
1948,115.78523
1949,95.47119
1952,93.07911
1954,93.206924
1955,112.42479
1958,94.36831
1959,78.157776
1960,110.61468
1963,94.08287
1965,93.01012
1968,104.3521
1969,93.801956
1971,93.826225
1972,111.58323
1973,95.18388
1975,92.969124
1977,93.75714
1978,96.96283
1979,111.87492
1981,93.134285
1982,113.24008
1987,112.64616
1988,92.969124
1993,93.558914
1997,92.86267
1999,93.456985
2001,94.1042
2002,111.88815
2003,92.979805
2004,81.041336
2006,112.19171
2007,93.85698
2009,107.44192
2010,93.13374
2013,94.52703
2018,77.30351
2022,103.331116
2024,112.81915
2025,94.81237
2026,104.743774
2030,108.29582
2031,93.97551
2032,103.6705
2033,93.53698
2035,92.92284
2036,112.33271
2037,93.647835
2040,94.60093
2043,112.68428
2044,104.338264
2046,103.11744
2054,110.73687
2055,94.562706
2056,108.42994
2059,93.963974
2060,94.53739
2062,93.77011
2063,111.79657
2066,94.60093
2067,112.08363
2072,94.441986
2073,112.49364
2074,95.57562
2075,114.05692
2076,92.765785
2080,93.89771
2082,94.53739
2085,112.3292
2087,111.673325
2091,113.212456
2092,93.988525
2093,108.42994
2098,93.25059
2101,110.61468
2102,94.23868
2103,80.06259
2105,105.21753
2106,93.46061
2107,115.48911
2110,94.14697
2114,98.04275
2115,112.608505
2117,80.33749
2118,92.32663
2119,104.48368
2120,93.85335
2122,93.242645
2123,112.65399
2126,93.855125
2127,103.32282
2128,93.370445
2129,112.42068
2132,95.28019
2135,103.899994
2138,93.27077
2139,116.15367
2141,112.536964
2142,93.331696
2146,94.78933
2151,112.44934
2157,102.6424
2159,112.40323
2162,93.293625
2164,114.930595
2167,92.11666
2168,110.31074
2171,92.16156
2173,93.556046
2174,103.80001
2175,93.20346
2178,93.61429
2180,93.52194
2185,110.783905
2189,92.99754
2190,110.80011
2192,102.62343
2194,111.06554
2200,113.08878
2201,93.35433
2203,111.24715
2204,92.76618
2205,111.26544
2209,110.910355
2213,103.03284
2214,93.44332
2215,111.70809
2216,93.35433
2218,92.975716
2219,103.438354
2220,93.35371
2222,92.387024
2223,110.74324
2225,112.10992
2226,94.480675
2230,92.786
2233,111.00892
2234,111.17205
2235,92.76618
2236,78.06817
2237,92.320465
2240,112.7795
2241,93.0309
2248,102.88558
2249,93.14738
2250,111.0025
2252,110.88976
2253,94.24908
2254,110.524155
2256,78.159546
2258,93.74121
2259,110.9253
2262,94.01867
2265,93.80251
2266,102.93657
2269,93.00548
2271,93.74217
2273,93.54125
2274,110.24402
2275,93.35433
2277,93.04997
2279,92.76618
2280,77.44995
2282,93.52194
2283,102.04033
2288,92.732506
2289,110.8332
2291,93.3504
2292,116.17257
2297,93.32763
2298,102.98996
2299,94.497345
2300,111.67825
2301,92.74011
2304,94.00243
2305,102.57788
