id,y
1,77.42208
2,96.41343
3,78.51271
4,76.96474
5,111.51046
8,91.880035
10,110.45787
11,93.98906
12,116.119736
14,93.64723
15,115.654396
16,104.113144
17,98.654816
19,93.97149
20,104.63122
21,98.61274
22,116.07993
23,98.86052
26,94.970085
28,96.53406
29,98.86052
33,98.86052
35,94.08502
41,98.654816
42,94.44298
43,117.57479
45,101.44769
46,103.026276
51,94.23032
53,81.54732
55,112.89583
56,93.84188
57,103.3762
58,94.80996
59,102.979004
63,112.11589
64,93.967445
65,105.0525
69,94.671135
71,97.2512
72,103.203186
73,94.196724
76,103.18273
77,104.45039
78,114.9575
82,94.33346
83,105.0525
84,93.76071
85,103.3956
87,112.114655
88,98.654816
89,113.484184
91,93.53715
93,94.85952
94,106.51985
95,94.54297
96,110.65121
97,93.66355
98,112.43655
99,93.2879
101,104.758965
103,113.484184
104,93.082214
105,111.173355
110,94.52406
111,111.79854
113,113.96846
114,93.72425
115,112.75598
117,113.484184
120,93.67774
121,112.62616
122,94.10522
123,112.12752
126,113.14449
132,111.66743
135,104.556465
137,105.03224
138,93.723404
140,93.88772
142,111.96624
144,112.57902
148,92.81405
149,113.15135
155,94.00518
156,112.25694
157,93.66355
162,113.52154
163,95.14223
167,92.61125
172,117.57479
179,114.81921
180,94.186195
181,111.54326
182,95.17344
183,113.484184
185,113.484184
187,111.864494
188,94.32585
189,94.23452
191,92.917015
192,111.91361
193,94.27266
194,112.41808
195,92.90212
196,112.64981
198,95.8889
199,112.67127
201,104.00695
204,93.51366
205,104.576805
206,93.54506
210,93.489395
211,104.758965
216,112.643105
219,116.119736
220,94.51143
221,111.32397
226,111.54326
227,93.78736
228,112.47978
230,112.23868
231,93.66355
235,116.07993
236,92.813416
238,111.98413
242,104.11575
243,93.593254
244,78.209816
245,110.482544
247,114.23101
248,93.21793
249,94.288475
250,112.729004
251,92.813416
253,116.07993
254,94.48797
256,94.29994
257,92.46646
258,113.750404
259,93.349075
262,79.45387
266,94.02225
267,112.42611
272,102.60372
273,113.484184
275,94.83614
276,116.77631
279,94.47392
280,105.0525
283,93.263214
285,112.36682
288,113.484184
289,94.96257
290,104.257675
291,93.68519
292,111.71617
293,110.9139
296,94.664696
297,112.53258
298,114.97673
299,94.33346
304,92.65823
305,78.50545
306,93.08689
307,111.58165
311,107.999794
313,111.54012
314,92.98411
316,92.77103
324,92.97049
327,93.29165
329,92.569496
330,112.50006
337,105.70415
338,94.26422
339,103.72292
340,93.518684
343,93.33211
345,115.654396
346,94.67938
347,112.378746
349,113.699295
350,93.34009
352,113.5035
353,92.44775
354,78.48711
357,93.94474
358,112.64983
362,111.661644
364,118.39866
365,102.99348
366,92.97403
367,112.72296
368,94.34493
370,78.68654
373,94.34657
377,92.52806
378,110.82075
382,103.24073
384,112.47978
390,94.44333
392,113.14816
393,111.69267
395,93.882576
396,104.94732
399,77.96588
406,111.54012
408,111.54012
409,94.898026
410,78.09203
412,113.58345
413,92.23578
419,94.51725
420,111.989975
421,92.74622
430,101.928505
434,93.88714
436,93.611435
437,93.72959
438,92.808655
439,111.929306
440,93.49835
443,112.80208
446,93.599686
448,93.32361
452,93.39291
453,103.94545
457,103.43589
458,94.092255
459,116.321945
460,103.11802
462,104.62589
464,103.27834
465,116.119736
467,116.389046
471,113.14522
472,77.68564
473,96.58619
475,93.82897
480,94.60137
488,111.68029
490,111.58165
491,103.79262
492,78.44136
493,94.28477
497,93.33921
498,112.44775
499,94.600945
500,103.0155
501,94.206856
502,113.56409
506,80.24731
510,110.90032
511,92.556984
512,92.54192
516,93.51638
518,93.19513
519,112.07638
521,92.58328
522,112.68744
526,112.45352
529,93.897995
532,112.36449
533,94.29924
536,112.79315
537,102.10705
539,94.35749
540,104.3557
541,93.72941
543,94.29441
546,112.77706
547,92.80193
548,79.04283
551,93.787384
552,103.71359
556,102.26889
557,95.461586
558,112.72296
559,93.78522
560,104.18315
562,104.57012
566,93.76686
570,112.44775
571,93.72959
572,105.083015
573,94.34748
575,116.119736
576,112.57673
577,93.93468
579,93.081085
